user_id,age,height_cm,chest_cm,waist_cm,hips_cm,shoulder_cm,style_preference,occasion,recommended_outfit,gender
U0728,6,100,75,61,59,27,Party,Party,Sweatshirt + Jeans,Kid-Female
U0008,8,131,71,67,74,30,Party,School,Shirt + Trousers,Kid-Male
U0038,60,175,89,93,90,41,Party,Daily Wear,Denim Jacket + Jeans,Male
U0519,17,133,58,64,74,28,Casual,Wedding,Shirt + Trousers,Kid-Male
U0184,3,121,69,56,56,25,Formal,Party,Shirt + Trousers,Kid-Male
U0931,53,172,97,75,87,38,Sporty,Daily Wear,Denim Jacket + Jeans,Female
U0457,51,155,86,75,92,40,Casual,School,Denim Jacket + Jeans,Female
U1050,53,170,85,84,109,37,Traditional,Party,Blazer + Trousers,Female
U0982,52,165,81,72,89,40,Party,Office,Blazer + Trousers,Female
U0899,21,160,91,87,104,47,Formal,Daily Wear,Denim Jacket + Jeans,Male
U0246,3,116,57,68,69,28,Casual,Function,T-shirt + Shorts,Kid-Female
U0144,14,114,66,66,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0905,25,183,87,92,102,48,Traditional,Daily Wear,Denim Jacket + Jeans,Male
U0095,50,156,85,73,102,43,Formal,Office,Blazer + Trousers,Female
U0054,13,143,58,63,63,33,Ethnic,School,Shirt + Trousers,Kid-Female
U0974,59,167,94,87,104,46,Ethnic,Party,Blazer + Trousers,Male
U0895,3,108,55,63,70,31,Casual,Daily Wear,Dungarees,Kid-Female
U0926,60,179,99,86,99,40,Ethnic,School,Shirt + Jeans,Male
U0362,5,111,73,58,62,34,Ethnic,Party,T-shirt + Shorts,Kid-Female
U0860,47,180,103,94,87,40,Casual,Wedding,Suit,Male
U0107,9,130,73,62,65,35,Sporty,Party,Dungarees,Kid-Female
U0519,17,133,58,64,74,28,Casual,Wedding,Shirt + Trousers,Kid-Male
U0330,53,174,97,100,98,42,Traditional,Function,Suit,Male
U0594,7,138,62,67,68,29,Party,Function,Shirt + Trousers,Kid-Male
U0594,7,138,62,67,68,29,Party,Function,Shirt + Trousers,Kid-Male
U0184,3,121,69,56,56,25,Formal,Party,Shirt + Trousers,Kid-Male
U0539,9,134,70,67,75,29,Traditional,Wedding,Frock,Kid-Female
U0758,14,103,65,50,66,30,Traditional,Office,Sweatshirt + Jeans,Kid-Female
U0406,7,133,66,69,63,33,Sporty,Function,Sweatshirt + Jeans,Kid-Female
U0519,17,133,58,64,74,28,Casual,Wedding,Shirt + Trousers,Kid-Male
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0970,50,165,92,65,103,42,Party,Office,Blazer + Trousers,Female
U0136,26,157,98,82,99,36,Traditional,Function,Tunic + Jeans,Female
U1027,34,165,93,86,91,46,Traditional,Wedding,Suit,Male
U0484,11,137,63,67,62,34,Casual,Function,Frock,Kid-Female
U0858,24,188,97,88,99,44,Traditional,Wedding,Suit,Male
U0274,46,173,83,84,89,36,Traditional,School,Salwar Suit,Female
U0207,13,142,55,62,65,34,Party,Office,Sweatshirt + Jeans,Kid-Female
U0632,47,157,82,73,109,45,Casual,Function,Denim Jacket + Jeans,Female
U0014,39,175,99,67,110,43,Party,Office,Blazer + Trousers,Female
U0125,12,129,74,56,66,33,Sporty,Function,Frock,Kid-Female
U0332,39,186,95,79,105,47,Sporty,Wedding,Suit,Male
U0167,52,189,87,96,91,50,Traditional,Function,Shirt + Jeans,Male
U0740,5,142,64,54,70,27,Casual,Function,Frock,Kid-Female
U0886,31,167,84,67,89,43,Traditional,Office,Kurti + Leggings,Female
U0346,33,108,64,70,67,35,Traditional,Daily Wear,Denim Jacket + Jeans,Female
U0311,41,173,84,75,110,37,Casual,Party,Denim Jacket + Jeans,Female
U0861,51,173,92,65,109,41,Traditional,Office,Salwar Suit,Female
U0925,28,140,58,63,59,34,Casual,School,Denim Jacket + Jeans,Female
U0340,50,143,59,50,66,32,Sporty,Daily Wear,Denim Jacket + Jeans,Male
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0903,14,131,75,50,61,33,Sporty,School,Shirt + Trousers,Kid-Female
U0166,23,184,101,84,97,45,Sporty,Daily Wear,Denim Jacket + Jeans,Male
U0594,7,138,62,67,68,29,Party,Function,Shirt + Trousers,Kid-Male
U0860,47,180,103,94,87,40,Casual,Wedding,Suit,Male
U0017,3,149,63,63,60,33,Casual,School,Shirt + Trousers,Kid-Male
U0017,3,149,63,63,60,33,Casual,School,Shirt + Trousers,Kid-Male
U0005,16,117,64,65,63,29,Casual,Office,Shirt + Trousers,Kid-Male
U0626,58,159,92,72,94,37,Ethnic,Party,Blazer + Trousers,Female
U0843,21,170,90,83,91,44,Casual,School,Denim Jacket + Jeans,Female
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U0005,16,117,64,65,63,29,Casual,Office,Shirt + Trousers,Kid-Male
U0740,5,142,64,54,70,27,Casual,Function,Frock,Kid-Female
U0005,16,117,64,65,63,29,Casual,Office,Shirt + Trousers,Kid-Male
U0144,14,114,66,66,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0143,54,127,71,65,66,30,Traditional,Function,Dungarees,Female
U0906,22,186,104,94,88,50,Casual,Office,Denim Jacket + Jeans,Male
U0028,11,115,66,62,74,28,Traditional,Daily Wear,Frock,Kid-Female
U0622,40,185,100,93,105,50,Sporty,Function,Kurta + Pajama,Male
U0087,22,157,82,70,107,44,Sporty,Wedding,Suit,Female
U0130,42,141,59,66,55,32,Formal,Daily Wear,Denim Jacket + Jeans,Male
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U0196,29,161,81,65,94,42,Formal,Party,Blazer + Trousers,Female
U0946,39,182,91,77,89,47,Traditional,Office,Blazer + Trousers,Male
U0218,8,149,74,62,65,28,Party,Office,T-shirt + Shorts,Kid-Female
U0350,14,139,71,59,63,25,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U0817,15,125,63,54,74,35,Sporty,School,Shirt + Trousers,Kid-Female
U0299,8,116,70,69,68,32,Party,Function,Sweatshirt + Jeans,Kid-Female
U1018,25,183,110,95,101,43,Formal,School,Denim Jacket + Jeans,Male
U0039,45,158,81,77,87,37,Formal,Wedding,Suit,Female
U1013,18,162,93,90,105,48,Party,Office,Blazer + Trousers,Male
U0542,56,111,57,53,65,34,Traditional,Wedding,Suit,Female
U0820,57,155,89,67,98,36,Traditional,Function,Gown,Female
U0519,17,133,58,64,74,28,Casual,Wedding,Shirt + Trousers,Kid-Male
U0956,15,132,75,52,72,29,Formal,Office,T-shirt + Shorts,Kid-Female
U0057,51,123,67,61,61,35,Ethnic,Office,Dungarees,Female
U0913,3,106,69,69,62,35,Party,School,Shirt + Trousers,Kid-Female
U0236,4,129,59,53,64,26,Formal,Office,Sweatshirt + Jeans,Kid-Female
U0977,25,187,88,90,104,47,Casual,School,Denim Jacket + Jeans,Male
U0415,44,159,95,82,99,39,Formal,Wedding,Suit,Female
U0111,6,136,70,65,64,33,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0625,36,174,96,79,97,41,Party,Function,Blazer + Trousers,Female
U1059,25,158,99,66,95,44,Traditional,School,Maxi Dress,Female
U0357,13,115,70,66,55,25,Casual,Daily Wear,Frock,Kid-Female
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0652,33,160,81,67,105,43,Casual,School,Denim Jacket + Jeans,Female
U0271,44,160,90,67,92,45,Ethnic,School,Lehenga,Female
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0668,15,130,58,51,67,27,Ethnic,Wedding,Dungarees,Kid-Female
U0588,57,181,93,89,87,50,Sporty,Function,Suit,Male
U0728,6,100,75,61,59,27,Party,Party,Sweatshirt + Jeans,Kid-Female
U0138,3,133,63,62,64,30,Ethnic,Office,T-shirt + Shorts,Kid-Female
U0281,34,140,63,69,56,29,Casual,Party,Denim Jacket + Jeans,Female
U0005,16,117,64,65,63,29,Casual,Office,Shirt + Trousers,Kid-Male
U0594,7,138,62,67,68,29,Party,Function,Shirt + Trousers,Kid-Male
U0617,59,162,100,82,94,50,Party,Wedding,Suit,Male
U0504,43,178,108,89,89,49,Party,Daily Wear,Denim Jacket + Jeans,Male
U0411,46,170,92,95,95,42,Ethnic,Wedding,Suit,Male
U0094,27,176,85,94,98,40,Party,Party,Blazer + Trousers,Male
U0379,45,186,86,99,89,49,Ethnic,School,Blazer + Trousers,Male
U0184,3,121,69,56,56,25,Formal,Party,Shirt + Trousers,Kid-Male
U0908,18,164,91,91,86,45,Sporty,School,Shirt + Jeans,Male
U0005,16,117,64,65,63,29,Casual,Office,Shirt + Trousers,Kid-Male
U0376,58,184,105,87,105,49,Party,Function,Blazer + Trousers,Male
U0019,37,176,92,79,100,47,Ethnic,Daily Wear,Denim Jacket + Jeans,Male
U0670,14,109,67,69,57,25,Party,Wedding,Frock,Kid-Female
U0611,29,160,99,84,91,46,Ethnic,Daily Wear,Denim Jacket + Jeans,Male
U0663,23,147,55,68,74,32,Ethnic,Office,T-shirt + Shorts,Female
U0693,47,170,89,90,86,50,Casual,Function,Denim Jacket + Jeans,Male
U1021,54,185,102,85,98,43,Casual,Function,Denim Jacket + Jeans,Male
U0741,33,158,83,67,86,38,Sporty,Daily Wear,Denim Jacket + Jeans,Female
U0181,23,187,100,91,99,44,Ethnic,Daily Wear,Denim Jacket + Jeans,Male
U0425,43,165,99,86,87,46,Ethnic,School,Blazer + Trousers,Male
U0472,37,142,59,60,73,28,Ethnic,Office,Frock,Female
U0521,57,162,88,80,89,46,Ethnic,Daily Wear,Denim Jacket + Jeans,Male
U0565,8,110,72,59,75,34,Sporty,Office,Sweatshirt + Jeans,Kid-Female
U0774,60,190,92,100,87,47,Sporty,Party,Blazer + Trousers,Male
U0599,59,105,72,55,72,26,Ethnic,Function,Kurta + Pajama,Female
U0568,20,189,88,89,99,50,Formal,Daily Wear,Denim Jacket + Jeans,Male
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U1083,8,134,71,59,75,28,Sporty,Daily Wear,Hoodie + Track Pants,Kid-Female
U0236,4,129,59,53,64,26,Formal,Office,Sweatshirt + Jeans,Kid-Female
U0335,25,168,95,77,94,49,Ethnic,Office,T-shirt + Shorts,Male
U0714,47,121,58,52,65,33,Sporty,Function,Dungarees,Female
U1067,30,113,59,51,63,27,Ethnic,Function,Kurta + Pajama,Female
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0199,4,106,58,64,65,28,Traditional,Daily Wear,Dungarees,Kid-Female
U0662,7,103,61,55,72,26,Sporty,School,Shirt + Trousers,Kid-Female
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0288,5,144,61,68,60,30,Sporty,Wedding,Sweatshirt + Jeans,Kid-Female
U0720,4,132,69,68,60,26,Formal,Wedding,T-shirt + Shorts,Kid-Female
U0484,11,137,63,67,62,34,Casual,Function,Frock,Kid-Female
U0350,14,139,71,59,63,25,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0382,4,146,64,50,62,26,Formal,Daily Wear,Sweatshirt + Jeans,Kid-Female
U0350,14,139,71,59,63,25,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0290,58,187,96,99,96,43,Casual,Party,Denim Jacket + Jeans,Male
U0184,3,121,69,56,56,25,Formal,Party,Shirt + Trousers,Kid-Male
U0221,40,116,62,70,69,33,Formal,Office,Blazer + Trousers,Female
U0400,17,136,66,59,71,25,Ethnic,Party,Frock,Kid-Female
U0251,57,187,93,92,96,43,Traditional,Wedding,Suit,Male
U0788,17,133,67,50,59,35,Sporty,Office,T-shirt + Shorts,Kid-Female
U0681,58,121,72,60,74,31,Formal,Office,Blazer + Trousers,Female
U0773,31,177,109,78,104,46,Formal,Office,Blazer + Trousers,Male
U1086,15,133,69,52,72,31,Ethnic,Party,Hoodie + Track Pants,Kid-Female
U0338,5,100,71,63,59,29,Sporty,School,Shirt + Trousers,Kid-Female
U0519,17,133,58,64,74,28,Casual,Wedding,Shirt + Trousers,Kid-Male
U0558,12,136,72,60,55,29,Casual,Office,Sweatshirt + Jeans,Kid-Female
U0193,19,190,91,78,102,46,Ethnic,Function,Kurta + Pajama,Male
U0247,39,117,56,55,61,33,Formal,Daily Wear,Denim Jacket + Jeans,Female
U0866,56,180,97,97,96,46,Formal,Party,Blazer + Trousers,Male
U0264,39,165,102,82,97,49,Sporty,School,Shirt + Jeans,Male
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0899,21,160,91,87,104,47,Formal,Daily Wear,Denim Jacket + Jeans,Male
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U0144,14,114,66,66,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U1013,18,162,93,90,105,48,Party,Office,Blazer + Trousers,Male
U0662,7,103,61,55,72,26,Sporty,School,Shirt + Trousers,Kid-Female
U1063,11,141,58,68,56,33,Party,Office,Graphic Tee + Joggers,Kid-Female
U0005,16,117,64,65,63,29,Casual,Office,Shirt + Trousers,Kid-Male
U0138,3,133,63,62,64,30,Ethnic,Office,T-shirt + Shorts,Kid-Female
U0025,34,159,99,70,110,39,Ethnic,School,Salwar Suit,Female
U0350,14,139,71,59,63,25,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0758,14,103,65,50,66,30,Traditional,Office,Sweatshirt + Jeans,Kid-Female
U0125,12,129,74,56,66,33,Sporty,Function,Frock,Kid-Female
U0008,8,131,71,67,74,30,Party,School,Shirt + Trousers,Kid-Male
U0227,19,120,65,59,61,28,Sporty,Wedding,Suit,Female
U0956,15,132,75,52,72,29,Formal,Office,T-shirt + Shorts,Kid-Female
U0618,32,172,93,73,97,40,Traditional,Office,Tunic + Jeans,Female
U0111,6,136,70,65,64,33,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0008,8,131,71,67,74,30,Party,School,Shirt + Trousers,Kid-Male
U0715,38,190,98,82,102,47,Formal,School,T-shirt + Shorts,Male
U0031,52,163,95,73,88,40,Traditional,Party,Blazer + Trousers,Female
U0648,20,166,96,97,95,43,Party,Party,Blazer + Trousers,Male
U0416,19,100,58,66,56,30,Sporty,Daily Wear,Denim Jacket + Jeans,Female
U0329,43,181,90,84,88,45,Ethnic,Function,Kurta + Pajama,Male
U0519,17,133,58,64,74,28,Casual,Wedding,Shirt + Trousers,Kid-Male
U0144,14,114,66,66,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0005,16,117,64,65,63,29,Casual,Office,Shirt + Trousers,Kid-Male
U0893,47,189,102,97,102,44,Sporty,Wedding,Suit,Male
U0484,11,137,63,67,62,34,Casual,Function,Frock,Kid-Female
U0976,30,166,87,75,91,38,Party,Party,Blazer + Trousers,Female
U0333,10,144,62,67,66,33,Traditional,School,Shirt + Trousers,Kid-Female
U0377,19,152,94,66,98,36,Sporty,School,Gown,Female
U0546,46,121,73,50,60,30,Casual,Party,Denim Jacket + Jeans,Female
U0260,11,132,58,53,75,32,Party,Function,Sweatshirt + Jeans,Kid-Female
U0420,31,160,110,100,101,40,Party,Daily Wear,Denim Jacket + Jeans,Male
U0697,45,181,94,82,105,46,Casual,Wedding,Suit,Male
U0207,13,142,55,62,65,34,Party,Office,Sweatshirt + Jeans,Kid-Female
U1048,56,168,82,80,90,39,Party,Function,Blazer + Trousers,Female
U0283,54,167,82,65,91,41,Traditional,Party,Blazer + Trousers,Female
U0808,31,122,62,67,56,34,Ethnic,Office,T-shirt + Shorts,Female
U0357,13,115,70,66,55,25,Casual,Daily Wear,Frock,Kid-Female
U0005,16,117,64,65,63,29,Casual,Office,Shirt + Trousers,Kid-Male
U0907,38,172,84,72,93,45,Traditional,Office,Kurti + Leggings,Female
U0184,3,121,69,56,56,25,Formal,Party,Shirt + Trousers,Kid-Male
U1052,30,173,99,65,107,44,Casual,Wedding,Suit,Female
U0005,16,117,64,65,63,29,Casual,Office,Shirt + Trousers,Kid-Male
U0748,30,123,66,53,56,32,Party,Party,Blazer + Trousers,Female
U1080,43,106,66,54,72,29,Party,Daily Wear,Denim Jacket + Jeans,Female
U0701,48,183,85,80,100,41,Party,Wedding,Suit,Male
U0350,14,139,71,59,63,25,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0155,31,188,106,90,102,50,Traditional,Party,Blazer + Trousers,Male
U0558,12,136,72,60,55,29,Casual,Office,Sweatshirt + Jeans,Kid-Female
U0256,31,166,103,97,93,42,Sporty,School,Kurta + Pajama,Male
U0747,4,139,71,65,70,33,Ethnic,Function,Frock,Kid-Female
U0008,8,131,71,67,74,30,Party,School,Shirt + Trousers,Kid-Male
U0908,18,164,91,91,86,45,Sporty,School,Shirt + Jeans,Male
U0936,13,128,59,50,59,27,Ethnic,Daily Wear,Dungarees,Kid-Female
U0266,40,169,86,92,88,45,Sporty,Party,Blazer + Trousers,Male
U0257,18,150,62,61,62,33,Party,Party,Blazer + Trousers,Female
U0375,58,179,89,98,89,41,Ethnic,Function,Kurta + Pajama,Male
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U0810,56,169,86,78,85,44,Formal,School,Saree,Female
U0357,13,115,70,66,55,25,Casual,Daily Wear,Frock,Kid-Female
U0956,15,132,75,52,72,29,Formal,Office,T-shirt + Shorts,Kid-Female
U0564,49,149,65,67,62,30,Party,Party,Blazer + Trousers,Female
U0768,58,163,95,84,108,37,Traditional,Wedding,Suit,Female
U0151,21,104,58,70,74,35,Traditional,Wedding,Suit,Female
U0379,45,186,86,99,89,49,Ethnic,School,Blazer + Trousers,Male
U0375,58,179,89,98,89,41,Ethnic,Function,Kurta + Pajama,Male
U0232,35,161,95,73,99,36,Ethnic,Function,Kurta + Pajama,Female
U0594,7,138,62,67,68,29,Party,Function,Shirt + Trousers,Kid-Male
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0436,46,162,107,77,85,40,Party,Function,Blazer + Trousers,Male
U1026,22,177,109,89,102,48,Sporty,Daily Wear,Denim Jacket + Jeans,Male
U0144,14,114,66,66,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0771,15,123,72,52,72,28,Ethnic,Wedding,Frock,Kid-Female
U0683,33,161,97,79,91,47,Formal,Daily Wear,Denim Jacket + Jeans,Male
U0510,37,153,92,73,96,45,Party,Daily Wear,Denim Jacket + Jeans,Female
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U1011,24,166,104,96,89,40,Formal,Office,Blazer + Trousers,Male
U0362,5,111,73,58,62,34,Ethnic,Party,T-shirt + Shorts,Kid-Female
U0831,20,167,90,78,99,47,Ethnic,Wedding,Suit,Male
U0959,46,181,85,85,91,47,Sporty,School,Kurta + Pajama,Male
U0111,6,136,70,65,64,33,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0723,56,131,66,57,56,34,Sporty,Office,Dungarees,Female
U0641,48,155,94,80,97,39,Ethnic,Office,Salwar Suit,Female
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U0470,26,188,87,90,87,40,Casual,Function,Denim Jacket + Jeans,Male
U0260,11,132,58,53,75,32,Party,Function,Sweatshirt + Jeans,Kid-Female
U0771,15,123,72,52,72,28,Ethnic,Wedding,Frock,Kid-Female
U0018,16,129,62,70,63,28,Party,Wedding,T-shirt + Shorts,Kid-Female
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U0629,29,155,97,80,105,35,Casual,School,Denim Jacket + Jeans,Female
U0984,38,177,101,96,96,41,Party,Function,Blazer + Trousers,Male
U0519,17,133,58,64,74,28,Casual,Wedding,Shirt + Trousers,Kid-Male
U0027,21,132,71,67,65,26,Ethnic,Daily Wear,Denim Jacket + Jeans,Female
U0522,3,109,61,58,75,28,Formal,Wedding,Frock,Kid-Female
U0324,35,131,60,59,69,35,Ethnic,Office,Frock,Female
U0495,28,174,83,75,109,39,Party,Function,Blazer + Trousers,Female
U0350,14,139,71,59,63,25,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0270,42,173,105,91,96,43,Formal,Office,Blazer + Trousers,Male
U0621,8,140,64,64,75,33,Sporty,Function,T-shirt + Shorts,Kid-Female
U0493,44,150,85,65,95,40,Traditional,School,Top + Skirt,Female
U0028,11,115,66,62,74,28,Traditional,Daily Wear,Frock,Kid-Female
U0243,43,170,82,76,87,45,Formal,Party,Blazer + Trousers,Female
U0612,25,164,83,77,93,40,Party,School,Blazer + Trousers,Female
U0645,25,177,89,82,86,45,Party,Daily Wear,Denim Jacket + Jeans,Male
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0184,3,121,69,56,56,25,Formal,Party,Shirt + Trousers,Kid-Male
U1057,60,158,83,67,102,39,Party,Daily Wear,Denim Jacket + Jeans,Female
U0244,48,155,85,77,99,44,Party,Function,Blazer + Trousers,Female
U0195,19,160,94,80,90,45,Sporty,School,Lehenga,Female
U0998,47,163,98,83,97,38,Traditional,School,Salwar Suit,Female
U0438,59,173,88,72,100,43,Traditional,Wedding,Suit,Female
U0673,7,110,73,57,63,25,Sporty,School,Shirt + Trousers,Kid-Female
U0126,57,177,105,93,104,43,Formal,Daily Wear,Denim Jacket + Jeans,Male
U0577,20,184,105,81,93,43,Party,Office,Blazer + Trousers,Male
U0624,19,155,99,82,96,44,Sporty,Wedding,Suit,Female
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0926,60,179,99,86,99,40,Ethnic,School,Shirt + Jeans,Male
U0693,47,170,89,90,86,50,Casual,Function,Denim Jacket + Jeans,Male
U0015,12,150,71,61,72,28,Casual,Office,Sweatshirt + Jeans,Kid-Female
U0357,13,115,70,66,55,25,Casual,Daily Wear,Frock,Kid-Female
U0373,37,123,60,70,61,26,Casual,Wedding,Suit,Female
U1075,57,135,69,60,74,29,Traditional,School,Floral Dress,Female
U0631,4,138,60,55,64,32,Ethnic,School,Shirt + Trousers,Kid-Female
U0948,35,139,72,70,70,32,Formal,Office,Blazer + Trousers,Female
U0594,7,138,62,67,68,29,Party,Function,Shirt + Trousers,Kid-Male
U1011,24,166,104,96,89,40,Formal,Office,Blazer + Trousers,Male
U0961,15,135,62,61,66,34,Ethnic,School,Shirt + Trousers,Kid-Female
U0007,39,171,94,82,99,43,Traditional,Party,Blazer + Trousers,Female
U0050,56,189,103,92,92,49,Party,Party,Blazer + Trousers,Male
U0885,50,106,72,56,62,26,Traditional,School,Sweatshirt + Jeans,Female
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0013,22,162,95,66,109,44,Traditional,Daily Wear,Denim Jacket + Jeans,Female
U0802,38,165,107,95,95,44,Casual,Party,Denim Jacket + Jeans,Male
U0410,26,186,106,86,87,40,Traditional,Function,Blazer + Trousers,Male
U1046,19,172,93,84,107,35,Casual,Wedding,Suit,Female
U0442,51,144,59,68,63,26,Formal,School,Dungarees,Female
U0621,8,140,64,64,75,33,Sporty,Function,T-shirt + Shorts,Kid-Female
U1041,26,175,86,82,103,39,Traditional,School,Crop Top + Palazzo,Female
U0469,49,160,90,77,107,36,Casual,Office,Denim Jacket + Jeans,Female
U0788,17,133,67,50,59,35,Sporty,Office,T-shirt + Shorts,Kid-Female
U0184,3,121,69,56,56,25,Formal,Party,Shirt + Trousers,Kid-Male
U1083,8,134,71,59,75,28,Sporty,Daily Wear,Hoodie + Track Pants,Kid-Female
U0111,6,136,70,65,64,33,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0519,17,133,58,64,74,28,Casual,Wedding,Shirt + Trousers,Kid-Male
U0666,11,129,55,63,68,30,Casual,Party,Sweatshirt + Jeans,Kid-Female
U0402,30,176,106,76,93,43,Sporty,Daily Wear,Denim Jacket + Jeans,Male
U1023,30,161,90,90,105,47,Party,Office,Blazer + Trousers,Male
U0017,3,149,63,63,60,33,Casual,School,Shirt + Trousers,Kid-Male
U0524,46,110,63,64,70,30,Party,Function,Blazer + Trousers,Female
U0666,11,129,55,63,68,30,Casual,Party,Sweatshirt + Jeans,Kid-Female
U0368,26,162,89,91,104,40,Sporty,Party,Blazer + Trousers,Male
U0184,3,121,69,56,56,25,Formal,Party,Shirt + Trousers,Kid-Male
U0602,23,156,96,65,89,42,Formal,Wedding,Suit,Female
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0017,3,149,63,63,60,33,Casual,School,Shirt + Trousers,Kid-Male
U0522,3,109,61,58,75,28,Formal,Wedding,Frock,Kid-Female
U0516,43,183,101,82,105,45,Traditional,Party,Blazer + Trousers,Male
U0815,41,168,84,79,91,37,Traditional,Function,Tunic + Jeans,Female
U1086,15,133,69,52,72,31,Ethnic,Party,Hoodie + Track Pants,Kid-Female
U0449,32,168,92,97,104,45,Casual,School,Denim Jacket + Jeans,Male
U0166,23,184,101,84,97,45,Sporty,Daily Wear,Denim Jacket + Jeans,Male
U0709,9,110,55,59,73,31,Formal,Office,Dungarees,Kid-Female
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0454,21,188,91,90,98,49,Formal,Daily Wear,Denim Jacket + Jeans,Male
U0441,42,166,83,84,108,37,Party,School,Blazer + Trousers,Female
U0854,20,187,86,77,95,43,Traditional,Function,Kurta + Pajama,Male
U0747,4,139,71,65,70,33,Ethnic,Function,Frock,Kid-Female
U0383,45,165,88,98,85,42,Traditional,School,Shirt + Jeans,Male
U0008,8,131,71,67,74,30,Party,School,Shirt + Trousers,Kid-Male
U0106,45,152,96,71,86,43,Ethnic,Office,Gown,Female
U0047,54,160,84,84,110,42,Formal,Daily Wear,Denim Jacket + Jeans,Female
U0350,14,139,71,59,63,25,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0263,20,154,99,71,106,35,Traditional,Function,Lehenga,Female
U1035,49,151,100,77,86,38,Casual,Function,Denim Jacket + Jeans,Female
U0734,6,105,61,58,68,31,Party,Wedding,Dungarees,Kid-Female
U0282,27,177,93,78,89,50,Sporty,Wedding,Suit,Male
U0142,24,172,85,71,86,39,Traditional,Function,Gown,Female
U0350,14,139,71,59,63,25,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0161,45,163,98,82,87,46,Ethnic,School,Suit,Male
U0918,22,180,92,84,95,45,Traditional,Wedding,Suit,Male
U0519,17,133,58,64,74,28,Casual,Wedding,Shirt + Trousers,Kid-Male
U0111,6,136,70,65,64,33,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0917,35,155,92,68,91,43,Party,Daily Wear,Denim Jacket + Jeans,Female
U0331,23,186,107,78,94,50,Casual,Function,Denim Jacket + Jeans,Male
U0223,44,172,99,94,97,49,Sporty,Party,Blazer + Trousers,Male
U0568,20,189,88,89,99,50,Formal,Daily Wear,Denim Jacket + Jeans,Male
U0017,3,149,63,63,60,33,Casual,School,Shirt + Trousers,Kid-Male
U0264,39,165,102,82,97,49,Sporty,School,Shirt + Jeans,Male
U0694,50,163,98,69,89,37,Party,Function,Blazer + Trousers,Female
U0758,14,103,65,50,66,30,Traditional,Office,Sweatshirt + Jeans,Kid-Female
U0350,14,139,71,59,63,25,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0666,11,129,55,63,68,30,Casual,Party,Sweatshirt + Jeans,Kid-Female
